field_1,Beheertype,Ned_naam_NDFF,Wet_naam_NDFF_oud,Wet_naam_NDFF_nieuw,ndff_taxon_uri_oud,ndff_taxon_uri_nieuw,Gewijzigd,Unnamed: 0,ned_naam,wet_naam,identity,group_identity,ned_soortgroep,wet_soortgroep
"68",N01.02,Stormmeeuw,Larus canus,Larus canus,http://ndff-ecogrid.nl/taxonomy/taxa/laruscanus,http://ndff-ecogrid.nl/taxonomy/taxa/laruscanus,NEE,"43128.0",Stormmeeuw,Larus canus,http://ndff-ecogrid.nl/taxonomy/taxa/laruscanus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"70",N01.02,Tapuit,Oenanthe oenanthe,Oenanthe oenanthe,http://ndff-ecogrid.nl/taxonomy/taxa/oenantheoenanthe,http://ndff-ecogrid.nl/taxonomy/taxa/oenantheoenanthe,NEE,"55773.0",Tapuit,Oenanthe oenanthe,http://ndff-ecogrid.nl/taxonomy/taxa/oenantheoenanthe,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"71",N01.02,Teer vederkruid,Myriophyllum alterniflorum,Myriophyllum alterniflorum,http://ndff-ecogrid.nl/taxonomy/taxa/myriophyllumalterniflorum,http://ndff-ecogrid.nl/taxonomy/taxa/myriophyllumalterniflorum,NEE,"52503.0",Teer vederkruid,Myriophyllum alterniflorum,http://ndff-ecogrid.nl/taxonomy/taxa/myriophyllumalterniflorum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"72",N01.02,Tureluur,Tringa totanus,Tringa totanus,http://ndff-ecogrid.nl/taxonomy/taxa/tringatotanus,http://ndff-ecogrid.nl/taxonomy/taxa/tringatotanus,NEE,"82967.0",Tureluur,Tringa totanus,http://ndff-ecogrid.nl/taxonomy/taxa/tringatotanus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"73",N01.02,Veldleeuwerik,Alauda arvensis,Alauda arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/alaudaarvensis,http://ndff-ecogrid.nl/taxonomy/taxa/alaudaarvensis,NEE,"2390.0",Veldleeuwerik,Alauda arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/alaudaarvensis,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"74",N01.02,Velduil,Asio flammeus,Asio flammeus,http://ndff-ecogrid.nl/taxonomy/taxa/asioflammeus,http://ndff-ecogrid.nl/taxonomy/taxa/asioflammeus,NEE,"7444.0",Velduil,Asio flammeus,http://ndff-ecogrid.nl/taxonomy/taxa/asioflammeus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"75",N01.02,Vierrijige ogentroost,Euphrasia tetraquetra,Euphrasia tetraquetra,http://ndff-ecogrid.nl/taxonomy/taxa/euphrasiatetraquetra,http://ndff-ecogrid.nl/taxonomy/taxa/euphrasiatetraquetra,NEE,"31468.0",Vierrijige ogentroost,Euphrasia tetraquetra,http://ndff-ecogrid.nl/taxonomy/taxa/euphrasiatetraquetra,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"76",N01.02,Visdief,Sterna hirundo,Sterna hirundo,http://ndff-ecogrid.nl/taxonomy/taxa/sternahirundo,http://ndff-ecogrid.nl/taxonomy/taxa/sternahirundo,NEE,"77010.0",Visdief,Sterna hirundo,http://ndff-ecogrid.nl/taxonomy/taxa/sternahirundo,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"77",N01.02,Vleeskleurige orchis,Dactylorhiza incarnata,Dactylorhiza incarnata,http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizaincarnata,http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizaincarnata,NEE,"23591.0",Vleeskleurige orchis,Dactylorhiza incarnata,http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizaincarnata,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"78",N01.02,Watersnip,Gallinago gallinago,Gallinago gallinago,http://ndff-ecogrid.nl/taxonomy/taxa/gallinagogallinago,http://ndff-ecogrid.nl/taxonomy/taxa/gallinagogallinago,NEE,"33759.0",Watersnip,Gallinago gallinago,http://ndff-ecogrid.nl/taxonomy/taxa/gallinagogallinago,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"79",N01.02,Wielewaal,Oriolus oriolus,Oriolus oriolus,http://ndff-ecogrid.nl/taxonomy/taxa/oriolusoriolus,http://ndff-ecogrid.nl/taxonomy/taxa/oriolusoriolus,NEE,"56946.0",Wielewaal,Oriolus oriolus,http://ndff-ecogrid.nl/taxonomy/taxa/oriolusoriolus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"80",N01.02,Wintertaling,Anas crecca,Anas crecca,http://ndff-ecogrid.nl/taxonomy/taxa/anascrecca,http://ndff-ecogrid.nl/taxonomy/taxa/anascrecca,NEE,"4210.0",Wintertaling,Anas crecca,http://ndff-ecogrid.nl/taxonomy/taxa/anascrecca,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"81",N01.02,Wulp,Numenius arquata,Numenius arquata,http://ndff-ecogrid.nl/taxonomy/taxa/numeniusarquata,http://ndff-ecogrid.nl/taxonomy/taxa/numeniusarquata,NEE,"55135.0",Wulp,Numenius arquata,http://ndff-ecogrid.nl/taxonomy/taxa/numeniusarquata,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"82",N01.02,Zeegerst,Hordeum marinum,Hordeum marinum,http://ndff-ecogrid.nl/taxonomy/taxa/hordeummarinum,http://ndff-ecogrid.nl/taxonomy/taxa/hordeummarinum,NEE,"38866.0",Zeegerst,Hordeum marinum,http://ndff-ecogrid.nl/taxonomy/taxa/hordeummarinum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"83",N01.02,Zeewinde,Convolvulus soldanella,Convolvulus soldanella,http://ndff-ecogrid.nl/taxonomy/taxa/convolvulussoldanella,http://ndff-ecogrid.nl/taxonomy/taxa/convolvulussoldanella,NEE,"19666.0",Zeewinde,Convolvulus soldanella,http://ndff-ecogrid.nl/taxonomy/taxa/convolvulussoldanella,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"84",N01.02,Zeewolfsmelk,Euphorbia paralias,Euphorbia paralias,http://ndff-ecogrid.nl/taxonomy/taxa/euphorbiaparalias,http://ndff-ecogrid.nl/taxonomy/taxa/euphorbiaparalias,NEE,"31433.0",Zeewolfsmelk,Euphorbia paralias,http://ndff-ecogrid.nl/taxonomy/taxa/euphorbiaparalias,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"85",N01.02,Zilt torkruid,Oenanthe lachenalii,Oenanthe lachenalii,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthelachenalii,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthelachenalii,NEE,"55769.0",Zilt torkruid,Oenanthe lachenalii,http://ndff-ecogrid.nl/taxonomy/taxa/oenanthelachenalii,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"86",N01.02,Zilvermeeuw,Larus argentatus,Larus argentatus,http://ndff-ecogrid.nl/taxonomy/taxa/larusargentatus,http://ndff-ecogrid.nl/taxonomy/taxa/larusargentatus,NEE,"43119.0",Zilvermeeuw,Larus argentatus,http://ndff-ecogrid.nl/taxonomy/taxa/larusargentatus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"87",N01.02,Zomertaling,Anas querquedula,Anas querquedula,http://ndff-ecogrid.nl/taxonomy/taxa/anasquerquedula,http://ndff-ecogrid.nl/taxonomy/taxa/anasquerquedula,NEE,"4233.0",Zomertaling,Anas querquedula,http://ndff-ecogrid.nl/taxonomy/taxa/anasquerquedula,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"88",N01.03,Appelvink,Coccothraustes coccothraustes,Coccothraustes coccothraustes,http://ndff-ecogrid.nl/taxonomy/taxa/coccothraustescoccothraustes,http://ndff-ecogrid.nl/taxonomy/taxa/coccothraustescoccothraustes,NEE,"18484.0",Appelvink,Coccothraustes coccothraustes,http://ndff-ecogrid.nl/taxonomy/taxa/coccothraustescoccothraustes,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"89",N01.03,Baardman,Panurus biarmicus,Panurus biarmicus,http://ndff-ecogrid.nl/taxonomy/taxa/panurusbiarmicus,http://ndff-ecogrid.nl/taxonomy/taxa/panurusbiarmicus,NEE,"58391.0",Baardman,Panurus biarmicus,http://ndff-ecogrid.nl/taxonomy/taxa/panurusbiarmicus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"90",N01.03,Bergeend,Tadorna tadorna,Tadorna tadorna,http://ndff-ecogrid.nl/taxonomy/taxa/tadornatadorna,http://ndff-ecogrid.nl/taxonomy/taxa/tadornatadorna,NEE,"78806.0",Bergeend,Tadorna tadorna,http://ndff-ecogrid.nl/taxonomy/taxa/tadornatadorna,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"91",N01.03,Besanjelier,Silene baccifera,Silene baccifera,http://ndff-ecogrid.nl/taxonomy/taxa/silenebaccifera,http://ndff-ecogrid.nl/taxonomy/taxa/silenebaccifera,NEE,"74029.0",Besanjelier,Silene baccifera,http://ndff-ecogrid.nl/taxonomy/taxa/silenebaccifera,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"92",N01.03,Blauwborst,Luscinia svecica,Luscinia svecica,http://ndff-ecogrid.nl/taxonomy/taxa/lusciniasvecica,http://ndff-ecogrid.nl/taxonomy/taxa/lusciniasvecica,NEE,"46627.0",Blauwborst,Luscinia svecica,http://ndff-ecogrid.nl/taxonomy/taxa/lusciniasvecica,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"93",N01.03,Blauwe Kiekendief,Circus cyaneus,Circus cyaneus,http://ndff-ecogrid.nl/taxonomy/taxa/circuscyaneus,http://ndff-ecogrid.nl/taxonomy/taxa/circuscyaneus,NEE,"17325.0",Blauwe kiekendief,Circus cyaneus,http://ndff-ecogrid.nl/taxonomy/taxa/circuscyaneus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"94",N01.03,Bleek schildzaad,Alyssum alyssoides,Alyssum alyssoides,http://ndff-ecogrid.nl/taxonomy/taxa/alyssumalyssoides,http://ndff-ecogrid.nl/taxonomy/taxa/alyssumalyssoides,NEE,"3151.0",Bleek schildzaad,Alyssum alyssoides,http://ndff-ecogrid.nl/taxonomy/taxa/alyssumalyssoides,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"95",N01.03,Boomkruiper,Certhia brachydactyla,Certhia brachydactyla,http://ndff-ecogrid.nl/taxonomy/taxa/certhiabrachydactyla,http://ndff-ecogrid.nl/taxonomy/taxa/certhiabrachydactyla,NEE,"14942.0",Boomkruiper,Certhia brachydactyla,http://ndff-ecogrid.nl/taxonomy/taxa/certhiabrachydactyla,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"96",N01.03,Bosrietzanger,Acrocephalus palustris,Acrocephalus palustris,http://ndff-ecogrid.nl/taxonomy/taxa/acrocephaluspalustris,http://ndff-ecogrid.nl/taxonomy/taxa/acrocephaluspalustris,NEE,"951.0",Bosrietzanger,Acrocephalus palustris,http://ndff-ecogrid.nl/taxonomy/taxa/acrocephaluspalustris,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"97",N01.03,Brakwater kransblad,Chara canescens,Chara canescens,http://ndff-ecogrid.nl/taxonomy/taxa/characanescens,http://ndff-ecogrid.nl/taxonomy/taxa/characanescens,NEE,"15538.0",Brakwaterkransblad,Chara canescens,http://ndff-ecogrid.nl/taxonomy/taxa/characanescens,http://ndff-ecogrid.nl/categories/specieslist/charales,kranswieren,charales
"98",N01.03,Brede ereprijs,Veronica austriaca subsp. teucrium,Veronica austriaca subsp. teucrium,http://ndff-ecogrid.nl/taxonomy/taxa/veronicaaustriacasubspteucrium,http://ndff-ecogrid.nl/taxonomy/taxa/veronicaaustriacasubspteucrium,NEE,"84883.0",Brede ereprijs,Veronica austriaca subsp. teucrium,http://ndff-ecogrid.nl/taxonomy/taxa/veronicaaustriacasubspteucrium,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"99",N01.03,Brokkelig kransblad,Chara contraria,Chara contraria,http://ndff-ecogrid.nl/taxonomy/taxa/characontraria,http://ndff-ecogrid.nl/taxonomy/taxa/characontraria,NEE,"15540.0",Brokkelig kransblad,Chara contraria,http://ndff-ecogrid.nl/taxonomy/taxa/characontraria,http://ndff-ecogrid.nl/categories/specieslist/charales,kranswieren,charales
"100",N01.03,Bruin cypergras,Cyperus fuscus,Cyperus fuscus,http://ndff-ecogrid.nl/taxonomy/taxa/cyperusfuscus,http://ndff-ecogrid.nl/taxonomy/taxa/cyperusfuscus,NEE,"23288.0",Bruin cypergras,Cyperus fuscus,http://ndff-ecogrid.nl/taxonomy/taxa/cyperusfuscus,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"101",N01.03,Bruine Kiekendief,Circus aeruginosus,Circus aeruginosus,http://ndff-ecogrid.nl/taxonomy/taxa/circusaeruginosus,http://ndff-ecogrid.nl/taxonomy/taxa/circusaeruginosus,NEE,"17323.0",Bruine kiekendief,Circus aeruginosus,http://ndff-ecogrid.nl/taxonomy/taxa/circusaeruginosus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"102",N01.03,Buidelmees,Remiz pendulinus,Remiz pendulinus,http://ndff-ecogrid.nl/taxonomy/taxa/remizpendulinus,http://ndff-ecogrid.nl/taxonomy/taxa/remizpendulinus,NEE,"69556.0",Buidelmees,Remiz pendulinus,http://ndff-ecogrid.nl/taxonomy/taxa/remizpendulinus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"103",N01.03,Dichte bermzegge,Carex muricata,Carex pairae,http://ndff-ecogrid.nl/taxonomy/taxa/carexmuricata,http://ndff-ecogrid.nl/taxonomy/taxa/carexpairae,JA,"13485.0",Dichte bermzegge,Carex pairae,http://ndff-ecogrid.nl/taxonomy/taxa/carexpairae,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"104",N01.03,Driekantige bies,Schoenoplectus triqueter,Schoenoplectus triqueter,http://ndff-ecogrid.nl/taxonomy/taxa/schoenoplectustriqueter,http://ndff-ecogrid.nl/taxonomy/taxa/schoenoplectustriqueter,NEE,"72616.0",Driekantige bies,Schoenoplectus triqueter,http://ndff-ecogrid.nl/taxonomy/taxa/schoenoplectustriqueter,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"105",N01.03,Duifkruid,Scabiosa columbaria,Scabiosa columbaria,http://ndff-ecogrid.nl/taxonomy/taxa/scabiosacolumbaria,http://ndff-ecogrid.nl/taxonomy/taxa/scabiosacolumbaria,NEE,"72157.0",Duifkruid,Scabiosa columbaria,http://ndff-ecogrid.nl/taxonomy/taxa/scabiosacolumbaria,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"106",N01.03,Fijnstekelig kransblad,Chara aculeolata,Chara aculeolata,http://ndff-ecogrid.nl/taxonomy/taxa/charaaculeolata,http://ndff-ecogrid.nl/taxonomy/taxa/charaaculeolata,NEE,"15534.0",Fijnstekelig kransblad,Chara aculeolata,http://ndff-ecogrid.nl/taxonomy/taxa/charaaculeolata,http://ndff-ecogrid.nl/categories/specieslist/charales,kranswieren,charales
"107",N01.03,Fraai duizendguldenkruid,Centaurium pulchellum,Centaurium pulchellum,http://ndff-ecogrid.nl/taxonomy/taxa/centauriumpulchellum,http://ndff-ecogrid.nl/taxonomy/taxa/centauriumpulchellum,NEE,"14218.0",Fraai duizendguldenkruid,Centaurium pulchellum,http://ndff-ecogrid.nl/taxonomy/taxa/centauriumpulchellum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"108",N01.03,Fraai hertshooi,Hypericum pulchrum,Hypericum pulchrum,http://ndff-ecogrid.nl/taxonomy/taxa/hypericumpulchrum,http://ndff-ecogrid.nl/taxonomy/taxa/hypericumpulchrum,NEE,"39990.0",Fraai hertshooi,Hypericum pulchrum,http://ndff-ecogrid.nl/taxonomy/taxa/hypericumpulchrum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"109",N01.03,Gebogen kransblad,Chara connivens,Chara connivens,http://ndff-ecogrid.nl/taxonomy/taxa/characonnivens,http://ndff-ecogrid.nl/taxonomy/taxa/characonnivens,NEE,"15539.0",Gebogen kransblad,Chara connivens,http://ndff-ecogrid.nl/taxonomy/taxa/characonnivens,http://ndff-ecogrid.nl/categories/specieslist/charales,kranswieren,charales
"110",N01.03,Geelgors,Emberiza citrinella,Emberiza citrinella,http://ndff-ecogrid.nl/taxonomy/taxa/emberizacitrinella,http://ndff-ecogrid.nl/taxonomy/taxa/emberizacitrinella,NEE,"28225.0",Geelgors,Emberiza citrinella,http://ndff-ecogrid.nl/taxonomy/taxa/emberizacitrinella,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"111",N01.03,Geelhartje,Linum catharticum,Linum catharticum,http://ndff-ecogrid.nl/taxonomy/taxa/linumcatharticum,http://ndff-ecogrid.nl/taxonomy/taxa/linumcatharticum,NEE,"45533.0",Geelhartje,Linum catharticum,http://ndff-ecogrid.nl/taxonomy/taxa/linumcatharticum,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"112",N01.03,Gekraagde Roodstaart,Phoenicurus phoenicurus,Phoenicurus phoenicurus,http://ndff-ecogrid.nl/taxonomy/taxa/phoenicurusphoenicurus,http://ndff-ecogrid.nl/taxonomy/taxa/phoenicurusphoenicurus,NEE,"61687.0",Gekraagde roodstaart,Phoenicurus phoenicurus,http://ndff-ecogrid.nl/taxonomy/taxa/phoenicurusphoenicurus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"113",N01.03,Gele Kwikstaart,Motacilla flava,Motacilla flava,http://ndff-ecogrid.nl/taxonomy/taxa/motacillaflava,http://ndff-ecogrid.nl/taxonomy/taxa/motacillaflava,NEE,"51682.0",Gele kwikstaart,Motacilla flava,http://ndff-ecogrid.nl/taxonomy/taxa/motacillaflava,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"114",N01.03,Genadekruid,Gratiola officinalis,Gratiola officinalis,http://ndff-ecogrid.nl/taxonomy/taxa/gratiolaofficinalis,http://ndff-ecogrid.nl/taxonomy/taxa/gratiolaofficinalis,NEE,"35646.0",Genadekruid,Gratiola officinalis,http://ndff-ecogrid.nl/taxonomy/taxa/gratiolaofficinalis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"115",N01.03,Gipskruid,Gypsophila muralis,Gypsophila muralis,http://ndff-ecogrid.nl/taxonomy/taxa/gypsophilamuralis,http://ndff-ecogrid.nl/taxonomy/taxa/gypsophilamuralis,NEE,"36058.0",Gipskruid,Gypsophila muralis,http://ndff-ecogrid.nl/taxonomy/taxa/gypsophilamuralis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"116",N01.03,Goudhaver,Trisetum flavescens,Trisetum flavescens,http://ndff-ecogrid.nl/taxonomy/taxa/trisetumflavescens,http://ndff-ecogrid.nl/taxonomy/taxa/trisetumflavescens,NEE,"83128.0",Goudhaver,Trisetum flavescens,http://ndff-ecogrid.nl/taxonomy/taxa/trisetumflavescens,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"117",N01.03,Grasmus,Sylvia communis,Sylvia communis,http://ndff-ecogrid.nl/taxonomy/taxa/sylviacommunis,http://ndff-ecogrid.nl/taxonomy/taxa/sylviacommunis,NEE,"78053.0",Grasmus,Sylvia communis,http://ndff-ecogrid.nl/taxonomy/taxa/sylviacommunis,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"118",N01.03,Graspieper,Anthus pratensis,Anthus pratensis,http://ndff-ecogrid.nl/taxonomy/taxa/anthuspratensis,http://ndff-ecogrid.nl/taxonomy/taxa/anthuspratensis,NEE,"5311.0",Graspieper,Anthus pratensis,http://ndff-ecogrid.nl/taxonomy/taxa/anthuspratensis,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"119",N01.03,Grauwe Klauwier,Lanius collurio,Lanius collurio,http://ndff-ecogrid.nl/taxonomy/taxa/laniuscollurio,http://ndff-ecogrid.nl/taxonomy/taxa/laniuscollurio,NEE,"43027.0",Grauwe klauwier,Lanius collurio,http://ndff-ecogrid.nl/taxonomy/taxa/laniuscollurio,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"120",N01.03,Grauwe Vliegenvanger,Muscicapa striata,Muscicapa striata,http://ndff-ecogrid.nl/taxonomy/taxa/muscicapastriata,http://ndff-ecogrid.nl/taxonomy/taxa/muscicapastriata,NEE,"51854.0",Grauwe vliegenvanger,Muscicapa striata,http://ndff-ecogrid.nl/taxonomy/taxa/muscicapastriata,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"121",N01.03,Groenknolorchis,Liparis loeselii,Liparis loeselii,http://ndff-ecogrid.nl/taxonomy/taxa/liparisloeselii,http://ndff-ecogrid.nl/taxonomy/taxa/liparisloeselii,NEE,"45621.0",Groenknolorchis,Liparis loeselii,http://ndff-ecogrid.nl/taxonomy/taxa/liparisloeselii,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"122",N01.03,Groot boomglanswier,Tolypella prolifera,Tolypella prolifera,http://ndff-ecogrid.nl/taxonomy/taxa/tolypellaprolifera,http://ndff-ecogrid.nl/taxonomy/taxa/tolypellaprolifera,NEE,"81428.0",Groot boomglanswier,Tolypella prolifera,http://ndff-ecogrid.nl/taxonomy/taxa/tolypellaprolifera,http://ndff-ecogrid.nl/categories/specieslist/charales,kranswieren,charales
"123",N01.03,Grote Bonte Specht,Dendrocopos major,Dendrocopos major,http://ndff-ecogrid.nl/taxonomy/taxa/dendrocoposmajor,http://ndff-ecogrid.nl/taxonomy/taxa/dendrocoposmajor,NEE,"24214.0",Grote bonte specht,Dendrocopos major,http://ndff-ecogrid.nl/taxonomy/taxa/dendrocoposmajor,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"124",N01.03,Grote Karekiet,Acrocephalus arundinaceus,Acrocephalus arundinaceus,http://ndff-ecogrid.nl/taxonomy/taxa/acrocephalusarundinaceus,http://ndff-ecogrid.nl/taxonomy/taxa/acrocephalusarundinaceus,NEE,"947.0",Grote karekiet,Acrocephalus arundinaceus,http://ndff-ecogrid.nl/taxonomy/taxa/acrocephalusarundinaceus,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"125",N01.03,Grote leeuwenklauw,Aphanes arvensis,Aphanes arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/aphanesarvensis,http://ndff-ecogrid.nl/taxonomy/taxa/aphanesarvensis,NEE,"5600.0",Grote leeuwenklauw,Aphanes arvensis,http://ndff-ecogrid.nl/taxonomy/taxa/aphanesarvensis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"126",N01.03,Grote Zilverreiger,Ardea alba,Ardea alba,http://ndff-ecogrid.nl/taxonomy/taxa/ardeaalba,http://ndff-ecogrid.nl/taxonomy/taxa/ardeaalba,NEE,"6660.0",Grote zilverreiger,Ardea alba,http://ndff-ecogrid.nl/taxonomy/taxa/ardeaalba,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"127",N01.03,Grutto,Limosa limosa,Limosa limosa,http://ndff-ecogrid.nl/taxonomy/taxa/limosalimosa,http://ndff-ecogrid.nl/taxonomy/taxa/limosalimosa,NEE,"45403.0",Grutto,Limosa limosa,http://ndff-ecogrid.nl/taxonomy/taxa/limosalimosa,http://ndff-ecogrid.nl/categories/specieslist/aves,vogels,aves
"128",N01.03,Harig kransblad,Chara pedunculata,Chara pedunculata,http://ndff-ecogrid.nl/taxonomy/taxa/charapedunculata,http://ndff-ecogrid.nl/taxonomy/taxa/charapedunculata,NEE,"15549.0",Harig kransblad,Chara pedunculata,http://ndff-ecogrid.nl/taxonomy/taxa/charapedunculata,http://ndff-ecogrid.nl/categories/specieslist/charales,kranswieren,charales
"129",N01.03,Heemst,Althaea officinalis,Althaea officinalis,http://ndff-ecogrid.nl/taxonomy/taxa/althaeaofficinalis,http://ndff-ecogrid.nl/taxonomy/taxa/althaeaofficinalis,NEE,"3078.0",Heemst,Althaea officinalis,http://ndff-ecogrid.nl/taxonomy/taxa/althaeaofficinalis,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
"130",N01.03,Kattendoorn,Ononis repens subsp. spinosa,Ononis spinosa subsp. spinosa,http://ndff-ecogrid.nl/taxonomy/taxa/ononisrepenssubspspinosa,http://ndff-ecogrid.nl/taxonomy/taxa/ononisspinosasubspspinosa,JA,"56270.0",Kattendoorn,Ononis spinosa subsp. spinosa,http://ndff-ecogrid.nl/taxonomy/taxa/ononisspinosasubspspinosa,http://ndff-ecogrid.nl/categories/specieslist/tracheophyta,vaatplanten,tracheophyta
